Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-03-20,26.37648136630905,27.07554009843845,26.215919900384577,27.0360164642334,74856800,0.0,0.0,,,,,,,,,,25.694711685180664
2017-03-21,26.863102798505903,27.161993187400498,26.082528056263158,26.16157531738281,91348400,0.0,0.0,-0.032343564667058455,0.9676564353329415,,,,,,,,26.09488677978516
2017-03-22,26.05041854127021,26.74206705301256,26.010896792234107,26.69513320922852,61676400,0.0,0.0,0.020394715737595215,0.9873915132632116,,,,,,,,25.763879776000977
2017-03-23,26.61608466319952,26.816167852030294,26.356716030974887,26.453052520751957,53394000,0.0,0.0,-0.00906834540135859,0.9784375059745707,,,,,,,,26.341894149780277
2017-03-24,26.91745212691702,26.99649751894756,26.28755780462401,26.54692649841309,43950000,0.0,0.0,0.00354870114091721,0.9819096882683388,,,,,,,,25.56132698059082
2017-03-27,26.080065929069555,26.77912477594661,25.58603172795632,26.739601135253903,50664400,0.0,0.0,0.0072578886618881455,0.9890362794618197,,,,,,,,25.75152969360352
2017-03-28,26.7519474130414,26.89768656872354,26.49751826711386,26.601266860961918,43244400,0.0,0.0,-0.005173385855393398,0.983919613163181,,,,,,,,25.65272521972656
2017-03-29,26.67537011064496,26.798878632907808,26.49257802538128,26.51480865478516,34999200,0.0,0.0,-0.0032501537099210998,0.9807217231821945,,,,,,,,25.65519142150879
2017-03-30,26.586443259585597,27.17187432113906,26.52963039592114,27.023664474487305,52553200,0.0,0.0,0.019191381930275142,0.9995431283391016,,,,26.37895302454769,,,,25.38594627380371
2017-03-31,26.927329794681462,27.14470412544779,26.77664923979654,26.907567977905277,44080800,0.0,0.0,-0.0042961048710338234,0.9952489862366356,,,,26.37895302454769,,,,25.42793655395508
2017-04-03,26.912509097044182,27.08542217727649,26.534573280434163,26.771709442138672,44523200,0.0,0.0,-0.005049082692206275,0.9902238918057924,,,,26.37895302454769,,,,29.960695266723636
2017-04-04,25.541565985775325,25.793522573586685,24.785692453159797,24.894380569458008,127128000,0.0,0.0,-0.07012360853303412,0.9207858192567455,,,,25.978783387149427,,,,31.24766159057617
2017-04-05,24.70664528379311,25.28713687710426,24.578197242999305,24.709115982055664,74704800,0.0,0.0,-0.007442024391224988,0.9139333087307427,,,,25.875035782069183,,,,31.59100914001465
2017-04-06,24.76099060454445,25.010478373286823,24.308950798086556,24.889440536499023,63512000,0.0,0.0,0.007297895828175971,0.92060309881176,,,,25.740412559612807,,,,33.17687225341797
2017-04-07,24.95366460963108,25.12904839499219,24.63254353616353,24.78322410583496,42906800,0.0,0.0,-0.004267529859030006,0.9166743975992652,,,,25.740412559612807,,,,33.794395446777344
2017-04-10,24.790635069829115,24.8573288542814,24.10886738016072,24.150859832763672,75633200,0.0,0.0,-0.0255158195064058,0.893284699123979,,,,25.64037085064989,,,,31.54901885986328
2017-04-11,23.84949564470014,24.42998530396569,23.800091106611102,24.23731231689453,61814800,0.0,0.0,0.003579685556932999,0.8964823774596623,,,,25.48598271387508,,,,32.870567321777344
2017-04-12,24.237318484806128,24.38058697024721,23.98535998790973,24.037233352661133,41409200,0.0,0.0,-0.008254997980693402,0.8890819172440055,,,,25.472397616029447,,,,33.62969970703125
2017-04-13,23.795151309420127,24.012525620630868,23.587656021118164,23.587656021118164,50689200,0.0,0.0,-0.018703372594799705,0.872453086878492,,,,25.336539099197328,,,,34.346797943115234
2017-04-17,23.71610615477686,24.513970125710834,23.66423280336611,24.51150131225586,49729200,0.0,0.0,0.039166472934426766,0.9066239970922755,25.66260232925415,28.01921780005752,23.30598685845078,24.690589297352425,,,,33.8843994140625
2017-04-18,24.368230660919195,24.588075669328457,24.10886202266133,24.52632141113281,37011600,0.0,0.0,0.0006046181622314517,0.9071721584272323,25.537117576599123,27.85436417953341,23.219870973664836,24.437396449111212,,,,34.26520919799805
2017-04-19,24.70170315057713,24.943780670672563,24.55596400659212,24.622657775878903,38082800,0.0,0.0,0.003927876632260352,0.9107354187497558,25.460171699523926,27.791678695843085,23.128664703204766,24.358352208055177,,,,34.18854522705078
2017-04-20,24.768396956711296,25.05987712970535,24.55596404312346,25.0129451751709,40401600,0.0,0.0,0.015850742143455054,0.9251712510332698,25.376062297821044,27.643085133860076,23.10903946178201,24.358352208055177,,,,35.07379531860352
2017-04-21,24.90919441337354,25.14386170390632,24.790627303803284,25.11668968200684,34189600,0.0,0.0,0.004147632600215445,0.9290085214748375,25.30924415588379,27.522933232346674,23.095555079420905,24.365758862512244,,,,35.82304763793945
2017-04-24,25.43287536128289,25.561325283256792,25.222911244714997,25.430404663085938,37182000,0.0,0.0,0.012490299679254191,0.9406121163126391,25.253418064117433,27.393758990650486,23.11307713758438,24.574490652187478,,,,35.69446563720703
2017-04-25,25.57614273528932,26.018303431706315,25.361237247266104,25.872562408447266,38844000,0.0,0.0,0.017386972453613758,0.9569665132685022,25.2100661277771,27.26052526568559,23.15960698986861,24.80297972641224,25.37976517112861,,,35.69693756103516
2017-04-26,26.00842438151737,26.03312570861236,25.674951754258952,25.694711685180664,32700400,0.0,0.0,-0.006874105489007687,0.9503882245068467,25.164738368988036,27.127450605454097,23.202026132521976,24.810390864865262,25.37976517112861,,,35.51888656616211
